,symbol,datetime,open,high,low,close
124,CSCO,2022-07-01 04:00:00,42.52,42.7,41.57,42.6
125,CSCO,2022-07-05 04:00:00,41.52,41.97,40.82,41.96
126,CSCO,2022-07-06 04:00:00,42.12,42.93,42.01,42.69
127,CSCO,2022-07-07 04:00:00,42.88,43.36,42.79,43.22
128,CSCO,2022-07-08 04:00:00,43.03,43.605,42.94,43.39
129,CSCO,2022-07-11 04:00:00,43.34,43.68,43.07,43.25
130,CSCO,2022-07-12 04:00:00,43.58,43.83,42.66,42.86
131,CSCO,2022-07-13 04:00:00,41.854,43.05,41.8,42.7
132,CSCO,2022-07-14 04:00:00,41.79,42.47,41.35,42.33
133,CSCO,2022-07-15 04:00:00,42.5,43.13,42.5,43.07
134,CSCO,2022-07-18 04:00:00,43.3,43.32,42.405,42.6
135,CSCO,2022-07-19 04:00:00,42.82,44.09,42.65,44.03
136,CSCO,2022-07-20 04:00:00,44.08,44.315,43.66,44.13
137,CSCO,2022-07-21 04:00:00,44.29,44.69,44.07,44.58
138,CSCO,2022-07-22 04:00:00,44.78,44.92,44.25,44.46
139,CSCO,2022-07-25 04:00:00,44.66,44.66,44.11,44.34
140,CSCO,2022-07-26 04:00:00,44.37,44.54,43.75,43.83
141,CSCO,2022-07-27 04:00:00,44.19,44.79,43.83,44.64
142,CSCO,2022-07-28 04:00:00,44.88,45.865,44.71,45.62
143,CSCO,2022-07-29 04:00:00,45.11,45.49,44.83,45.37
144,CSCO,2022-08-01 04:00:00,45.06,45.427,44.76,45.28
145,CSCO,2022-08-02 04:00:00,45.52,45.7,44.9019,44.92
146,CSCO,2022-08-03 04:00:00,44.9,45.82,44.79,45.71
147,CSCO,2022-08-04 04:00:00,45.9,45.93,45.005,45.38
148,CSCO,2022-08-05 04:00:00,44.91,45.07,44.54,45.01
149,CSCO,2022-08-08 04:00:00,45.49,45.52,44.855,45.02
150,CSCO,2022-08-09 04:00:00,45.15,45.18,44.7249,44.92
151,CSCO,2022-08-10 04:00:00,45.71,46.06,45.43,46.02
152,CSCO,2022-08-11 04:00:00,46.11,46.425,45.77,45.9
153,CSCO,2022-08-12 04:00:00,46.09,46.61,45.97,46.61
154,CSCO,2022-08-15 04:00:00,46.39,46.62,46.025,46.59
155,CSCO,2022-08-16 04:00:00,46.57,47.01,46.4401,46.77
156,CSCO,2022-08-17 04:00:00,46.36,47.1,46.225,46.66
157,CSCO,2022-08-18 04:00:00,49.795,50.0,49.11,49.37
158,CSCO,2022-08-19 04:00:00,49.01,49.46,48.535,48.7
159,CSCO,2022-08-22 04:00:00,48.47,48.5,47.515,47.71
160,CSCO,2022-08-23 04:00:00,47.59,48.04,47.39,47.41
161,CSCO,2022-08-24 04:00:00,47.09,47.405,46.87,47.07
162,CSCO,2022-08-25 04:00:00,47.25,47.43,46.84,47.27
163,CSCO,2022-08-26 04:00:00,47.08,47.27,45.88,45.89
164,CSCO,2022-08-29 04:00:00,45.72,46.0,45.49,45.71
165,CSCO,2022-08-30 04:00:00,45.75,45.87,44.9608,45.24
166,CSCO,2022-08-31 04:00:00,45.78,45.83,44.585,44.72
167,CSCO,2022-09-01 04:00:00,44.57,45.34,44.4,45.29
168,CSCO,2022-09-02 04:00:00,45.71,45.92,44.275,44.59
169,CSCO,2022-09-06 04:00:00,44.66,44.787,43.98,44.47
170,CSCO,2022-09-07 04:00:00,44.75,45.165,44.35,45.02
171,CSCO,2022-09-08 04:00:00,44.76,45.47,44.62,45.37
172,CSCO,2022-09-09 04:00:00,45.66,45.89,45.395,45.77
173,CSCO,2022-09-12 04:00:00,46.11,46.73,45.97,46.4
174,CSCO,2022-09-13 04:00:00,45.72,45.91,44.02,44.11
175,CSCO,2022-09-14 04:00:00,44.04,44.27,43.5604,43.96
176,CSCO,2022-09-15 04:00:00,43.81,43.87,43.09,43.29
177,CSCO,2022-09-16 04:00:00,43.11,43.58,42.785,43.3
178,CSCO,2022-09-19 04:00:00,42.895,43.44,42.76,43.3
179,CSCO,2022-09-20 04:00:00,43.01,43.02,42.2625,42.58
180,CSCO,2022-09-21 04:00:00,42.32,42.865,41.57,41.59
181,CSCO,2022-09-22 04:00:00,41.34,41.55,41.14,41.15
182,CSCO,2022-09-23 04:00:00,41.25,41.25,40.12,40.66
183,CSCO,2022-09-26 04:00:00,40.66,41.19,40.37,40.58
184,CSCO,2022-09-27 04:00:00,41.14,41.46,40.225,40.52
185,CSCO,2022-09-28 04:00:00,40.85,41.57,40.592,41.34
186,CSCO,2022-09-29 04:00:00,41.05,41.1,40.15,40.57
187,CSCO,2022-09-30 04:00:00,40.66,41.04,39.96,40.0
188,CSCO,2022-10-03 04:00:00,40.67,41.53,40.47,41.29
189,CSCO,2022-10-04 04:00:00,41.56,42.035,41.39,41.82
190,CSCO,2022-10-05 04:00:00,41.585,42.25,41.4,41.99
191,CSCO,2022-10-06 04:00:00,41.65,42.09,41.37,41.52
192,CSCO,2022-10-07 04:00:00,41.25,41.25,40.0809,40.27
193,CSCO,2022-10-10 04:00:00,40.625,40.805,39.6,39.89
194,CSCO,2022-10-11 04:00:00,39.81,40.11,39.27,39.58
195,CSCO,2022-10-12 04:00:00,39.7,39.86,39.25,39.27
196,CSCO,2022-10-13 04:00:00,39.03,40.8,38.605,40.61
197,CSCO,2022-10-14 04:00:00,40.84,40.96,39.92,40.2
198,CSCO,2022-10-17 04:00:00,41.04,41.525,40.95,41.3
199,CSCO,2022-10-18 04:00:00,41.92,42.22,41.26,41.79
200,CSCO,2022-10-19 04:00:00,41.63,42.235,41.47,41.88
201,CSCO,2022-10-20 04:00:00,41.56,42.615,41.455,41.71
202,CSCO,2022-10-21 04:00:00,41.85,42.97,41.81,42.8
203,CSCO,2022-10-24 04:00:00,43.115,43.73,42.9,43.54
204,CSCO,2022-10-25 04:00:00,43.34,44.4,43.2,44.36
205,CSCO,2022-10-26 04:00:00,44.93,45.23,44.28,44.38
206,CSCO,2022-10-27 04:00:00,44.77,45.085,44.36,44.42
207,CSCO,2022-10-28 04:00:00,44.69,45.71,44.65,45.64
208,CSCO,2022-10-31 04:00:00,45.305,45.64,45.055,45.43
209,CSCO,2022-11-01 04:00:00,45.58,45.79,45.06,45.46
210,CSCO,2022-11-02 04:00:00,45.47,46.21,44.55,44.57
211,CSCO,2022-11-03 04:00:00,44.03,44.15,43.39,43.85
212,CSCO,2022-11-04 04:00:00,44.5,45.08,43.8315,44.52
213,CSCO,2022-11-07 05:00:00,44.832,44.98,44.405,44.55
214,CSCO,2022-11-08 05:00:00,44.69,45.35,44.18,44.61
215,CSCO,2022-11-09 05:00:00,44.51,44.72,43.89,43.91
216,CSCO,2022-11-10 05:00:00,45.7,45.81,44.645,45.66
217,CSCO,2022-11-11 05:00:00,45.18,45.32,43.92,44.79
218,CSCO,2022-11-14 05:00:00,44.832,45.44,44.68,44.74
219,CSCO,2022-11-15 05:00:00,45.04,45.24,44.445,44.9
220,CSCO,2022-11-16 05:00:00,44.94,44.98,44.301,44.39
221,CSCO,2022-11-17 05:00:00,46.188,46.845,45.1601,46.59
222,CSCO,2022-11-18 05:00:00,46.91,48.04,46.86,47.79
223,CSCO,2022-11-21 05:00:00,47.61,48.29,47.56,47.62
224,CSCO,2022-11-22 05:00:00,48.0,48.42,47.76,48.38
225,CSCO,2022-11-23 05:00:00,48.4,48.99,48.32,48.57
226,CSCO,2022-11-25 05:00:00,48.75,49.05,48.345,48.4
227,CSCO,2022-11-28 05:00:00,48.29,48.47,47.92,48.08
228,CSCO,2022-11-29 05:00:00,48.25,48.41,47.84,48.28
229,CSCO,2022-11-30 05:00:00,48.17,49.83,47.96,49.72
230,CSCO,2022-12-01 05:00:00,49.88,50.46,49.69,49.97
231,CSCO,2022-12-02 05:00:00,49.23,49.84,48.915,49.7
232,CSCO,2022-12-05 05:00:00,49.55,49.64,49.165,49.33
233,CSCO,2022-12-06 05:00:00,49.44,49.44,48.261,48.59
234,CSCO,2022-12-07 05:00:00,48.4,48.55,48.06,48.18
235,CSCO,2022-12-08 05:00:00,48.66,49.2,48.62,48.99
236,CSCO,2022-12-09 05:00:00,49.1,49.17,48.44,48.46
237,CSCO,2022-12-12 05:00:00,48.8,49.32,48.37,49.3
238,CSCO,2022-12-13 05:00:00,50.33,50.71,49.23,49.64
239,CSCO,2022-12-14 05:00:00,49.74,50.06,48.82,49.3
240,CSCO,2022-12-15 05:00:00,48.96,49.05,47.74,48.15
241,CSCO,2022-12-16 05:00:00,47.41,48.0,47.08,47.81
242,CSCO,2022-12-19 05:00:00,47.66,47.96,47.14,47.4
243,CSCO,2022-12-20 05:00:00,47.41,47.56,46.79,47.37
244,CSCO,2022-12-21 05:00:00,47.69,47.96,47.42,47.66
245,CSCO,2022-12-22 05:00:00,47.49,47.49,46.685,47.32
246,CSCO,2022-12-23 05:00:00,47.25,47.49,47.01,47.48
247,CSCO,2022-12-27 05:00:00,47.67,47.71,47.215,47.53
248,CSCO,2022-12-28 05:00:00,47.69,47.77,46.98,47.07
249,CSCO,2022-12-29 05:00:00,47.26,47.74,47.26,47.5
250,CSCO,2022-12-30 05:00:00,47.27,47.67,46.95,47.64
