,symbol,datetime,open,high,low,close
115,HPQ,2022-06-17 04:00:00,32.88,33.81,32.63,33.55
116,HPQ,2022-06-21 04:00:00,34.46,34.89,34.065,34.29
117,HPQ,2022-06-22 04:00:00,33.68,34.12,33.405,33.74
118,HPQ,2022-06-23 04:00:00,33.91,34.053,33.415,33.87
119,HPQ,2022-06-24 04:00:00,34.26,35.26,34.21,35.23
120,HPQ,2022-06-27 04:00:00,35.44,35.75,35.15,35.36
121,HPQ,2022-06-28 04:00:00,35.41,35.7,34.18,34.44
122,HPQ,2022-06-29 04:00:00,34.34,34.37,33.44,33.61
123,HPQ,2022-06-30 04:00:00,32.95,33.4,32.61,32.78
124,HPQ,2022-07-01 04:00:00,32.67,32.87,31.48,31.87
125,HPQ,2022-07-05 04:00:00,30.91,31.56,30.01,31.54
126,HPQ,2022-07-06 04:00:00,31.54,31.7,30.7618,31.17
127,HPQ,2022-07-07 04:00:00,31.65,32.0,31.46,31.78
128,HPQ,2022-07-08 04:00:00,31.92,32.425,31.56,32.11
129,HPQ,2022-07-11 04:00:00,31.56,31.83,31.28,31.4
130,HPQ,2022-07-12 04:00:00,31.45,31.94,31.055,31.33
131,HPQ,2022-07-13 04:00:00,30.76,31.395,30.51,31.06
132,HPQ,2022-07-14 04:00:00,30.52,31.28,30.26,31.18
133,HPQ,2022-07-15 04:00:00,31.61,31.73,31.32,31.66
134,HPQ,2022-07-18 04:00:00,31.99,32.4,31.37,31.5
135,HPQ,2022-07-19 04:00:00,31.96,32.89,31.93,32.83
136,HPQ,2022-07-20 04:00:00,32.9,33.47,32.57,32.94
137,HPQ,2022-07-21 04:00:00,32.82,33.515,32.54,33.46
138,HPQ,2022-07-22 04:00:00,33.2,33.57,32.305,32.47
139,HPQ,2022-07-25 04:00:00,32.64,32.725,32.195,32.6
140,HPQ,2022-07-26 04:00:00,32.53,32.65,31.88,31.95
141,HPQ,2022-07-27 04:00:00,32.19,32.83,31.85,32.62
142,HPQ,2022-07-28 04:00:00,32.67,33.22,32.3,32.89
143,HPQ,2022-07-29 04:00:00,33.0,33.42,32.51,33.39
144,HPQ,2022-08-01 04:00:00,33.05,33.83,33.01,33.67
145,HPQ,2022-08-02 04:00:00,33.31,33.31,32.44,32.74
146,HPQ,2022-08-03 04:00:00,33.12,33.27,32.3,32.96
147,HPQ,2022-08-04 04:00:00,32.88,33.28,32.61,33.26
148,HPQ,2022-08-05 04:00:00,32.76,33.99,32.72,33.58
149,HPQ,2022-08-08 04:00:00,33.8,34.05,33.345,33.45
150,HPQ,2022-08-09 04:00:00,33.18,33.24,32.05,32.49
151,HPQ,2022-08-10 04:00:00,33.11,34.34,33.05,33.98
152,HPQ,2022-08-11 04:00:00,33.83,34.78,33.83,34.22
153,HPQ,2022-08-12 04:00:00,34.41,34.68,34.05,34.65
154,HPQ,2022-08-15 04:00:00,34.37,34.74,34.14,34.4
155,HPQ,2022-08-16 04:00:00,34.3,34.825,34.23,34.5
156,HPQ,2022-08-17 04:00:00,34.38,34.665,34.02,34.31
157,HPQ,2022-08-18 04:00:00,34.63,35.32,34.28,35.23
158,HPQ,2022-08-19 04:00:00,34.55,34.625,33.66,34.23
159,HPQ,2022-08-22 04:00:00,33.715,33.81,33.29,33.41
160,HPQ,2022-08-23 04:00:00,33.4,33.975,33.34,33.4
161,HPQ,2022-08-24 04:00:00,33.2,33.4583,32.9223,33.22
162,HPQ,2022-08-25 04:00:00,33.52,34.52,33.47,34.47
163,HPQ,2022-08-26 04:00:00,33.41,33.58,31.37,31.39
164,HPQ,2022-08-29 04:00:00,31.05,31.985,31.03,31.53
165,HPQ,2022-08-30 04:00:00,31.77,31.82,30.945,31.1
166,HPQ,2022-08-31 04:00:00,29.5,30.22,28.67,28.71
167,HPQ,2022-09-01 04:00:00,28.26,28.51,27.56,28.17
168,HPQ,2022-09-02 04:00:00,28.58,28.67,27.53,27.64
169,HPQ,2022-09-06 04:00:00,27.61,27.92,27.15,27.33
170,HPQ,2022-09-07 04:00:00,27.21,27.595,26.865,27.47
171,HPQ,2022-09-08 04:00:00,27.21,27.6222,26.94,27.5
172,HPQ,2022-09-09 04:00:00,27.72,28.36,27.7,28.26
173,HPQ,2022-09-12 04:00:00,28.45,28.9,28.405,28.51
174,HPQ,2022-09-13 04:00:00,27.39,27.7,26.81,26.96
175,HPQ,2022-09-14 04:00:00,27.07,27.31,26.73,27.04
176,HPQ,2022-09-15 04:00:00,26.87,27.41,26.62,26.94
177,HPQ,2022-09-16 04:00:00,26.75,27.37,26.52,27.23
178,HPQ,2022-09-19 04:00:00,26.98,27.315,26.59,26.95
179,HPQ,2022-09-20 04:00:00,26.53,26.62,26.09,26.45
180,HPQ,2022-09-21 04:00:00,26.62,26.94,26.0,26.0
181,HPQ,2022-09-22 04:00:00,25.96,26.225,25.69,25.71
182,HPQ,2022-09-23 04:00:00,25.29,25.47,24.92,25.35
183,HPQ,2022-09-26 04:00:00,25.07,25.5,24.81,24.96
184,HPQ,2022-09-27 04:00:00,25.38,25.57,24.835,24.98
185,HPQ,2022-09-28 04:00:00,24.89,25.69,24.86,25.61
186,HPQ,2022-09-29 04:00:00,25.16,25.16,24.735,25.04
187,HPQ,2022-09-30 04:00:00,25.01,25.675,24.87,24.92
188,HPQ,2022-10-03 04:00:00,25.34,26.11,25.085,25.89
189,HPQ,2022-10-04 04:00:00,26.38,26.86,26.295,26.64
190,HPQ,2022-10-05 04:00:00,26.17,26.95,26.12,26.78
191,HPQ,2022-10-06 04:00:00,26.58,27.04,26.45,26.48
192,HPQ,2022-10-07 04:00:00,25.77,25.85,24.9,25.04
193,HPQ,2022-10-10 04:00:00,25.28,25.455,24.6,24.99
194,HPQ,2022-10-11 04:00:00,25.01,25.325,24.6034,24.78
195,HPQ,2022-10-12 04:00:00,24.86,25.02,24.62,24.69
196,HPQ,2022-10-13 04:00:00,24.19,26.325,24.075,26.02
197,HPQ,2022-10-14 04:00:00,26.11,26.35,25.395,25.44
198,HPQ,2022-10-17 04:00:00,25.87,26.3,25.4018,25.69
199,HPQ,2022-10-18 04:00:00,26.33,26.5,25.205,25.55
200,HPQ,2022-10-19 04:00:00,25.26,25.75,25.253,25.49
201,HPQ,2022-10-20 04:00:00,25.63,26.34,25.485,25.57
202,HPQ,2022-10-21 04:00:00,25.72,26.835,25.57,26.79
203,HPQ,2022-10-24 04:00:00,27.0,27.25,26.735,27.06
204,HPQ,2022-10-25 04:00:00,26.91,27.595,26.845,27.58
205,HPQ,2022-10-26 04:00:00,27.13,28.11,27.04,27.48
206,HPQ,2022-10-27 04:00:00,27.76,27.91,27.11,27.22
207,HPQ,2022-10-28 04:00:00,27.28,28.12,27.28,28.05
208,HPQ,2022-10-31 04:00:00,27.79,27.89,27.53,27.62
209,HPQ,2022-11-01 04:00:00,27.94,28.07,27.37,27.85
210,HPQ,2022-11-02 04:00:00,27.78,28.07,26.98,26.98
211,HPQ,2022-11-03 04:00:00,26.7,26.91,26.2,26.66
212,HPQ,2022-11-04 04:00:00,27.37,28.31,27.22,28.29
213,HPQ,2022-11-07 05:00:00,28.35,28.92,28.265,28.75
214,HPQ,2022-11-08 05:00:00,29.0,29.37,28.685,28.85
215,HPQ,2022-11-09 05:00:00,28.5,28.655,27.72,27.8
216,HPQ,2022-11-10 05:00:00,28.95,29.3,28.625,29.3
217,HPQ,2022-11-11 05:00:00,29.32,30.685,29.29,30.55
218,HPQ,2022-11-14 05:00:00,30.17,30.91,30.075,30.43
219,HPQ,2022-11-15 05:00:00,30.9,31.085,30.34,30.56
220,HPQ,2022-11-16 05:00:00,30.2,30.27,28.985,29.29
221,HPQ,2022-11-17 05:00:00,28.86,29.46,28.305,29.43
222,HPQ,2022-11-18 05:00:00,29.05,29.615,28.89,29.48
223,HPQ,2022-11-21 05:00:00,29.16,29.3,28.68,29.16
224,HPQ,2022-11-22 05:00:00,29.23,29.42,28.64,29.38
225,HPQ,2022-11-23 05:00:00,29.12,30.17,28.31,29.91
226,HPQ,2022-11-25 05:00:00,29.8,30.74,29.71,30.15
227,HPQ,2022-11-28 05:00:00,29.75,29.79,29.12,29.21
228,HPQ,2022-11-29 05:00:00,29.35,29.61,28.83,28.88
229,HPQ,2022-11-30 05:00:00,29.0,30.06,28.72,30.04
230,HPQ,2022-12-01 05:00:00,30.11,30.23,29.78,29.86
231,HPQ,2022-12-02 05:00:00,29.44,29.8,29.25,29.64
232,HPQ,2022-12-05 05:00:00,29.41,29.62,29.13,29.21
233,HPQ,2022-12-06 05:00:00,29.17,29.255,28.125,28.31
234,HPQ,2022-12-07 05:00:00,28.0,28.25,27.625,27.83
235,HPQ,2022-12-08 05:00:00,28.01,28.805,27.91,28.48
236,HPQ,2022-12-09 05:00:00,28.39,28.73,28.2,28.21
237,HPQ,2022-12-12 05:00:00,28.18,29.04,28.0686,29.02
238,HPQ,2022-12-13 05:00:00,29.52,29.73,28.71,28.87
239,HPQ,2022-12-14 05:00:00,28.59,29.05,28.12,28.36
240,HPQ,2022-12-15 05:00:00,27.71,27.87,26.7,26.84
241,HPQ,2022-12-16 05:00:00,26.63,26.88,26.41,26.72
242,HPQ,2022-12-19 05:00:00,26.76,26.94,26.28,26.56
243,HPQ,2022-12-20 05:00:00,26.5,26.805,26.36,26.61
244,HPQ,2022-12-21 05:00:00,26.78,27.0,26.645,26.69
245,HPQ,2022-12-22 05:00:00,26.26,26.67,26.085,26.66
246,HPQ,2022-12-23 05:00:00,26.66,26.8,26.36,26.76
247,HPQ,2022-12-27 05:00:00,26.77,27.17,26.6116,27.07
248,HPQ,2022-12-28 05:00:00,27.07,27.23,26.42,26.54
249,HPQ,2022-12-29 05:00:00,26.86,27.3,26.85,27.04
250,HPQ,2022-12-30 05:00:00,26.73,26.89,26.52,26.87
