,symbol,datetime,open,high,low,close
0,AAPL,2022-01-03 05:00:00,177.83,182.88,177.71,182.01
1,AAPL,2022-01-04 05:00:00,182.63,182.94,179.12,179.7
2,AAPL,2022-01-05 05:00:00,179.61,180.17,174.64,174.92
3,AAPL,2022-01-06 05:00:00,172.7,175.3,171.64,172.0
4,AAPL,2022-01-07 05:00:00,172.89,174.14,171.03,172.17
5,AAPL,2022-01-10 05:00:00,169.08,172.5,168.17,172.19
6,AAPL,2022-01-11 05:00:00,172.32,175.18,170.82,175.08
7,AAPL,2022-01-12 05:00:00,176.12,177.18,174.82,175.53
8,AAPL,2022-01-13 05:00:00,175.78,176.62,171.79,172.19
9,AAPL,2022-01-14 05:00:00,171.34,173.78,171.09,173.07
10,AAPL,2022-01-18 05:00:00,171.51,172.54,169.405,169.8
11,AAPL,2022-01-19 05:00:00,170.0,171.08,165.94,166.23
12,AAPL,2022-01-20 05:00:00,166.98,169.68,164.18,164.51
13,AAPL,2022-01-21 05:00:00,164.415,166.33,162.3,162.41
14,AAPL,2022-01-24 05:00:00,160.02,162.3,154.7,161.62
15,AAPL,2022-01-25 05:00:00,158.98,162.76,157.02,159.78
16,AAPL,2022-01-26 05:00:00,163.5,164.3894,157.82,159.69
17,AAPL,2022-01-27 05:00:00,162.45,163.84,158.28,159.22
18,AAPL,2022-01-28 05:00:00,165.71,170.35,162.8,170.33
19,AAPL,2022-01-31 05:00:00,170.16,175.0,169.51,174.78
20,AAPL,2022-02-01 05:00:00,174.01,174.84,172.31,174.61
21,AAPL,2022-02-02 05:00:00,174.745,175.88,173.33,175.84
22,AAPL,2022-02-03 05:00:00,174.48,176.2399,172.12,172.9
23,AAPL,2022-02-04 05:00:00,171.68,174.1,170.68,172.39
24,AAPL,2022-02-07 05:00:00,172.86,173.9458,170.95,171.66
25,AAPL,2022-02-08 05:00:00,171.73,175.35,171.43,174.83
26,AAPL,2022-02-09 05:00:00,176.05,176.65,174.9,176.28
27,AAPL,2022-02-10 05:00:00,174.14,175.48,171.55,172.12
28,AAPL,2022-02-11 05:00:00,172.33,173.08,168.04,168.64
29,AAPL,2022-02-14 05:00:00,167.37,169.58,166.56,168.88
30,AAPL,2022-02-15 05:00:00,170.97,172.95,170.25,172.79
31,AAPL,2022-02-16 05:00:00,171.85,173.34,170.05,172.55
32,AAPL,2022-02-17 05:00:00,171.03,171.91,168.47,168.88
33,AAPL,2022-02-18 05:00:00,169.82,170.5413,166.19,167.3
34,AAPL,2022-02-22 05:00:00,164.98,166.69,162.15,164.32
35,AAPL,2022-02-23 05:00:00,165.54,166.15,159.75,160.07
36,AAPL,2022-02-24 05:00:00,152.58,162.85,152.0,162.74
37,AAPL,2022-02-25 05:00:00,163.84,165.12,160.8738,164.85
38,AAPL,2022-02-28 05:00:00,163.06,165.42,162.43,165.12
39,AAPL,2022-03-01 05:00:00,164.695,166.6,161.97,163.2
40,AAPL,2022-03-02 05:00:00,164.39,167.36,162.95,166.56
41,AAPL,2022-03-03 05:00:00,168.47,168.91,165.55,166.23
42,AAPL,2022-03-04 05:00:00,164.49,165.55,162.1,163.17
43,AAPL,2022-03-07 05:00:00,163.36,165.02,159.04,159.3
44,AAPL,2022-03-08 05:00:00,158.82,162.88,155.8,157.44
45,AAPL,2022-03-09 05:00:00,161.475,163.41,159.41,162.95
46,AAPL,2022-03-10 05:00:00,160.2,160.39,155.98,158.52
47,AAPL,2022-03-11 05:00:00,158.93,159.28,154.5,154.73
48,AAPL,2022-03-14 04:00:00,151.45,154.12,150.1,150.62
49,AAPL,2022-03-15 04:00:00,150.9,155.57,150.38,155.09
50,AAPL,2022-03-16 04:00:00,157.05,160.0,154.46,159.59
51,AAPL,2022-03-17 04:00:00,158.61,161.0,157.63,160.62
52,AAPL,2022-03-18 04:00:00,160.51,164.48,159.76,163.98
53,AAPL,2022-03-21 04:00:00,163.51,166.35,163.015,165.38
54,AAPL,2022-03-22 04:00:00,165.51,169.42,164.91,168.82
55,AAPL,2022-03-23 04:00:00,167.99,172.64,167.65,170.21
56,AAPL,2022-03-24 04:00:00,171.06,174.14,170.21,174.07
57,AAPL,2022-03-25 04:00:00,173.88,175.28,172.75,174.72
58,AAPL,2022-03-28 04:00:00,172.17,175.73,172.0,175.6
59,AAPL,2022-03-29 04:00:00,176.69,179.01,176.34,178.96
60,AAPL,2022-03-30 04:00:00,178.55,179.61,176.7,177.77
61,AAPL,2022-03-31 04:00:00,177.84,178.03,174.4,174.61
62,AAPL,2022-04-01 04:00:00,174.03,174.88,171.94,174.31
63,AAPL,2022-04-04 04:00:00,174.57,178.49,174.44,178.44
64,AAPL,2022-04-05 04:00:00,177.5,178.3,174.415,175.06
65,AAPL,2022-04-06 04:00:00,172.36,173.63,170.13,171.83
66,AAPL,2022-04-07 04:00:00,171.16,173.36,169.85,172.14
67,AAPL,2022-04-08 04:00:00,171.78,171.78,169.2,170.09
